,title,release_date,colored,genre,language,country,rating,lead_actor,director_name,lead_actor_fb_likes,cast_fb_likes,director_fb_likes,movie_fb_likes,imdb_score,total_reviews,duration,revenue_eur,budget_eur
152,A Passage to India,1984-12-24,True,Adventure,English,United Kingdom,PG,Richard Wilson,David Lean,358.0,1334,767,845,7.4,52.0,164.0,29400300.68489337,17818364.05145053
153,Amadeus,1984-02-19,True,Biography,English,United States of America,R,Jeffrey Jones,Milos Forman,692.0,3076,869,16000,8.3,134.0,180.0,42319363.569261044,14762568.686951527
154,Beverly Hills Cop,1984-04-02,True,Action,English,United States of America,R,Judge Reinhold,Martin Brest,901.0,3464,102,0,7.3,94.0,105.0,192537111.45739356,11481997.867628966
155,Conan the Destroyer,1984-06-14,True,Action,English,United States of America,PG,Mako,Richard Fleischer,691.0,2481,130,2000,5.8,77.0,103.0,21651767.407528907,14762568.686951527
156,Dune,1984-10-09,True,Action,English,United States of America,PG-13,Virginia Madsen,David Lynch,913.0,2449,0,11000,6.6,144.0,177.0,22471910.11235955,32805708.19322562
157,Firestarter,1984-09-20,True,Action,English,United States of America,R,Heather Locklear,Mark L. Lester,695.0,3444,73,0,6.0,45.0,114.0,12384154.84294267,12302140.572459606
158,Footloose,1984-06-04,True,Drama,English,United States of America,PG,Dianne Wiest,Herbert Ross,967.0,1962,71,0,6.5,60.0,107.0,65611416.38645124,6725170.179611252
159,Friday the 13th: The Final Chapter,1984-02-21,True,Horror,English,United States of America,R,Judie Aronson,Joseph Zito,158.0,467,17,0,5.9,166.0,97.0,26736652.17747888,1476256.8686951527
160,Gremlins,1984-10-25,True,Comedy,English,United States of America,PG,Phoebe Cates,Joe Dante,767.0,2053,287,14000,7.2,183.0,106.0,121520544.574756,9021569.753137045
161,Indiana Jones and the Temple of Doom,1984-10-30,True,Action,English,United States of America,PG,Harrison Ford,Steven Spielberg,11000.0,11898,14000,0,7.6,148.0,118.0,147519290.57656032,22963995.73525793
162,Once Upon a Time in America,1984-09-23,True,Crime,English,Italy,R,Robert De Niro,Sergio Leone,22000.0,24719,0,12000,8.4,111.0,251.0,5300000.0,30000000.0
163,Police Academy,1984-05-04,True,Comedy,English,United States of America,R,Steve Guttenberg,Hugh Wilson,801.0,3113,37,0,6.7,45.0,96.0,66595587.63224801,3690642.171737882
164,Splash,1984-08-10,True,Comedy,English,United States of America,PG,Tom Hanks,Ron Howard,15000.0,15361,2000,0,6.2,43.0,111.0,57245960.7971787,6561141.638645124
165,Star Trek III: The Search for Spock,1984-12-10,True,Action,English,United States of America,PG,Leonard Nimoy,Leonard Nimoy,12000.0,14762,12000,0,6.6,110.0,105.0,62658902.64906093,13942425.982120888
166,The Bounty,1984-02-18,True,Action,English,United Kingdom,PG,Liam Neeson,Roger Donaldson,14000.0,28094,79,1000,7.0,29.0,132.0,9577370.677654658,27841193.830391448
167,The Cotton Club,1984-11-20,True,Crime,English,United States of America,R,Nicolas Cage,Francis Ford Coppola,12000.0,18793,0,828,6.5,36.0,123.0,21241696.055113588,47568276.88017715
168,The Hotel New Hampshire,1984-05-10,True,Comedy,English,United Kingdom,R,Joely Richardson,Tony Richardson,584.0,2024,62,345,6.0,9.0,109.0,5679603.541399855,8352358.149117434
169,The Karate Kid,1984-10-17,True,Action,English,United States of America,PG,Martin Kove,John G. Avildsen,668.0,2004,80,0,7.2,81.0,126.0,74468957.59862216,6561141.638645124
170,The Terminator,1984-07-09,True,Action,English,United Kingdom,R,Michael Biehn,James Cameron,2000.0,3582,0,13000,8.1,204.0,107.0,42764073.72348126,7238710.395901776
171,A Nightmare on Elm Street 2: Freddy's Revenge,1985-03-28,True,Fantasy,English,United States of America,R,Clu Gulager,Jack Sholder,426.0,1472,28,0,5.4,138.0,87.0,24604281.144919213,1804313.950627409
172,A Room with a View,1985-11-16,True,Drama,English,United Kingdom,Unrated,Julian Sands,James Ivory,687.0,1665,133,0,7.4,55.0,117.0,23349455.983072553,3340943.2596469736
173,A View to a Kill,1985-06-04,True,Action,English,United Kingdom,PG,Patrick Macnee,John Glen,1000.0,2943,46,0,6.3,108.0,131.0,56016481.98674759,33409432.596469738
174,Back to the Future,1985-05-12,True,Adventure,English,United States of America,PG,Lea Thompson,Robert Zemeckis,1000.0,3230,0,39000,8.5,198.0,116.0,172730059.87041745,15582711.391782168
175,Brazil,1985-02-17,True,Drama,English,United Kingdom,R,Robert De Niro,Terry Gilliam,22000.0,29475,0,16000,8.0,230.0,142.0,11057408.541678267,16704716.298234869
176,Friday the 13th: A New Beginning,1985-07-24,True,Horror,English,United States of America,R,Tiffany Helm,Danny Steinmann,42.0,170,13,1000,4.7,160.0,92.0,17469039.612892643,1804313.950627409
177,Mad Max Beyond Thunderdome,1985-04-11,True,Action,English,Australia,PG-13,Tina Turner,George Miller,794.0,1529,750,0,6.2,117.0,107.0,22569985.65995386,7672250.763763326
178,Out of Africa,1985-11-28,True,Biography,English,United States of America,PG,Meryl Streep,Sydney Pollack,11000.0,12518,521,0,7.2,66.0,161.0,71434429.59074879,25424423.849749852
179,Pale Rider,1985-01-22,True,Western,English,United States of America,R,Clint Eastwood,Clint Eastwood,16000.0,17209,16000,0,7.3,38.0,115.0,33953907.979988515,5658984.663331419
180,Rambo: First Blood Part II,1985-06-12,True,Action,English,United States of America,R,Sylvester Stallone,George P. Cosmatos,13000.0,15662,170,0,6.4,96.0,96.0,123362119.24874927,36086279.01254818
181,Silverado,1985-12-18,True,Action,English,United States of America,PG-13,Scott Glenn,Lawrence Kasdan,826.0,1154,759,0,7.2,46.0,133.0,27228737.800377265,21323710.325596653
182,The Color Purple,1985-07-14,True,Drama,English,United States of America,PG-13,Oprah Winfrey,Steven Spielberg,852.0,2592,14000,6000,7.8,70.0,154.0,77237639.62929548,12302140.572459606
183,The Last Dragon,1985-07-26,True,Action,English,United States of America,PG-13,Mike Starr,Michael Schultz,854.0,3394,78,0,6.9,55.0,109.0,27064709.259411134,8201427.048306405
184,Witness,1985-01-22,True,Crime,English,United States of America,R,Harrison Ford,Peter Weir,11000.0,22479,608,0,7.4,83.0,112.0,53719347.16640695,9841712.457967686
185,Young Sherlock Holmes,1985-05-18,True,Adventure,English,United States of America,PG-13,Nicholas Rowe,Barry Levinson,155.0,605,272,0,6.8,64.0,109.0,3485868.941195768,14762568.686951527
186,9Â½ Weeks,1986-03-18,True,Drama,English,United States of America,R,David Margulies,Adrian Lyne,567.0,711,213,0,5.9,38.0,112.0,5523533.17477241,13942425.982120888
187,Aliens,1986-07-26,True,Action,English,United States of America,R,Michael Biehn,James Cameron,2000.0,4228,0,18000,8.4,250.0,154.0,69876158.45157057,15172640.039366849
188,April Fool's Day,1986-07-09,True,Horror,English,United States of America,R,Thomas F. Wilson,Fred Walton,690.0,1160,17,0,6.2,96.0,89.0,10619013.368326088,4100713.5241532023
189,Big Trouble in Little China,1986-05-27,True,Action,English,United States of America,PG-13,Victor Wong,John Carpenter,400.0,896,0,19000,7.3,180.0,99.0,9103584.023620108,20503567.62076601
190,Crocodile Dundee,1986-11-10,True,Adventure,English,Australia,PG-13,Paul Hogan,Peter Faiman,442.0,822,4,0,6.5,35.0,93.0,108881476.4012719,5486626.348276077
191,Highlander,1986-08-24,True,Action,English,United Kingdom,R,Christopher Lambert,Russell Mulcahy,1000.0,1852,85,0,7.2,112.0,110.0,6570521.743972382,17818364.05145053
192,Howard the Duck,1986-12-12,True,Action,English,United States of America,PG,Lea Thompson,Willard Huyck,1000.0,3000,8,0,4.6,81.0,110.0,13364860.165668825,28704994.669072416
193,Invaders from Mars,1986-08-09,True,Horror,English,United States of America,PG,Louise Fletcher,Tobe Hooper,425.0,1661,365,902,5.5,52.0,100.0,4006120.7250061505,9841712.457967686
194,Jason Lives: Friday the 13th Part VI,1986-06-16,True,Horror,English,United States of America,R,Tony Goldwyn,Tom McLoughlin,956.0,1862,41,0,5.9,158.0,86.0,15969865.496596405,2460428.1144919214
195,Legal Eagles,1986-08-08,True,Comedy,English,United States of America,PG,Brian Dennehy,Ivan Reitman,954.0,2179,425,263,5.9,16.0,116.0,40885418.682850815,32805708.19322562
196,Little Shop of Horrors,1986-01-03,True,Comedy,English,United States of America,PG-13,Bill Murray,Frank Oz,13000.0,15308,0,0,6.9,63.0,102.0,31778385.139014184,20503567.62076601
197,Peggy Sue Got Married,1986-11-30,True,Comedy,English,United States of America,PG-13,Nicolas Cage,Francis Ford Coppola,12000.0,14672,0,0,6.3,44.0,103.0,33939835.15131632,14762568.686951527
198,Platoon,1986-05-05,True,Drama,English,United Kingdom,R,Johnny Depp,Oliver Stone,40000.0,42028,0,9000,8.1,120.0,120.0,153642550.25335488,6681886.519293947
199,River's Edge,1986-08-08,False,Crime,English,United States of America,R,Keanu Reeves,Tim Hunter,18000.0,19649,28,0,7.1,45.0,99.0,3772656.442220946,1558271.139178217
200,Shanghai Surprise,1986-11-13,True,Adventure,English,United Kingdom,PG-13,Victor Wong,Jim Goddard,400.0,805,3,154,3.0,21.0,97.0,2578855.1701096944,18932011.804666184
201,She's Gotta Have It,1986-01-24,False,Comedy,English,United States of America,R,S. Epatha Merkerson,Spike Lee,539.0,708,0,406,6.5,26.0,88.0,5853770.196014106,143524.9733453621
202,Stand by Me,1986-04-26,True,Adventure,English,United States of America,R,Marshall Bell,Rob Reiner,217.0,644,0,24000,8.1,99.0,89.0,42883141.1465595,6561141.638645124
203,Star Trek IV: The Voyage Home,1986-02-08,True,Adventure,English,United States of America,PG,Leonard Nimoy,Leonard Nimoy,12000.0,15449,12000,0,7.3,106.0,119.0,89980424.83392109,20503567.62076601
204,The Clan of the Cave Bear,1986-05-04,True,Adventure,English,United States of America,R,Curtis Armstrong,Michael Chapman,876.0,1351,70,843,5.3,21.0,98.0,1602339.046994177,12302140.572459606
205,The Color of Money,1986-11-18,True,Drama,English,United States of America,R,Tom Cruise,Martin Scorsese,10000.0,11895,17000,0,7.0,59.0,119.0,42888527.84384482,11317969.326662838
206,The Golden Child,1986-05-16,True,Action,English,United States of America,PG-13,Victor Wong,Michael Ritchie,400.0,1044,23,0,5.9,29.0,94.0,65462098.74518166,20503567.62076601
207,The Texas Chainsaw Massacre 2,1986-12-20,True,Comedy,English,United States of America,NC-17,Bill Johnson,Tobe Hooper,237.0,302,365,0,5.5,159.0,101.0,6582360.370704502,3854670.7127040103
208,The Wraith,1986-12-27,True,Action,English,United States of America,R,Clint Howard,Mike Marvin,1000.0,2319,28,0,5.9,70.0,93.0,2870499.4669072414,2214385.3030427294
209,Top Gun,1986-10-17,True,Action,English,United States of America,PG,Tom Cruise,Tony Scott,10000.0,13069,12000,19000,6.9,173.0,110.0,144986244.56655458,12302140.572459606
210,Witchboard,1986-08-09,True,Horror,English,United Kingdom,R,Kathleen Wilhoite,Kevin Tenney,265.0,901,85,0,5.7,65.0,98.0,8206885.684058133,2227295.506431316
211,3 Men and a Baby,1987-10-07,True,Comedy,English,United States of America,PG,Tom Selleck,Leonard Nimoy,19000.0,21499,12000,3000,5.9,21.0,102.0,137604330.3534815,9021569.753137045
212,A Nightmare on Elm Street 3: Dream Warriors,1987-08-19,True,Action,English,United States of America,NC-17,John Saxon,Chuck Russell,506.0,1584,55,0,6.6,131.0,88.0,36736816.20601984,3690642.171737882
213,American Ninja 2: The Confrontation,1987-06-16,True,Action,English,United States of America,R,Michael Dudikoff,Sam Firstenberg,615.0,872,44,583,4.7,40.0,90.0,3280570.819322562,287049.9466907242
214,Beverly Hills Cop II,1987-01-07,True,Action,English,United States of America,R,Dean Stockwell,Tony Scott,936.0,4121,12000,0,6.4,50.0,100.0,126027258.26293774,22963995.73525793
215,Creepshow 2,1987-08-25,True,Comedy,English,United States of America,R,George Kennedy,Michael Gornick,3000.0,3617,10,1000,6.0,95.0,85.0,11481997.867628966,2870499.4669072414
216,Cry Freedom,1987-08-14,True,Biography,English,United Kingdom,PG,Denzel Washington,Richard Attenborough,18000.0,18855,0,0,7.5,17.0,147.0,6570295.673478479,32295784.84325408
217,Evil Dead II,1987-06-04,True,Comedy,English,United States of America,NC-17,Ted Raimi,Sam Raimi,634.0,1347,0,0,7.8,252.0,37.0,4857741.326990896,2952513.7373903054
218,Fatal Attraction,1987-08-14,True,Drama,English,United States of America,R,Fred Gwynne,Adrian Lyne,886.0,1639,213,3000,6.9,94.0,119.0,128471822.35709012,11481997.867628966
219,From a Whisper to a Scream,1987-04-15,True,Action,English,United States of America,R,Terry Kiser,Jeff Burr,448.0,1329,155,241,5.9,57.0,92.0,1148199.7867628967,902156.9753137045
220,"Good Morning, Vietnam",1987-03-22,True,Biography,English,United States of America,R,Robin Williams,Barry Levinson,49000.0,50141,272,0,7.3,62.0,121.0,101634027.7208234,10661855.162798326
221,Hellraiser,1987-04-18,True,Fantasy,English,United Kingdom,R,Andrew Robinson,Clive Barker,266.0,673,385,0,7.0,203.0,86.0,16219195.946322178,1113647.753215658
222,Hollywood Shuffle,1987-04-21,True,Comedy,English,United States of America,R,Robert Townsend,Robert Townsend,467.0,1431,467,471,7.0,21.0,81.0,4288212.088903469,82014.27048306404
223,Ishtar,1987-03-16,True,Action,English,United States of America,PG-13,Carol Kane,Elaine May,636.0,3374,124,754,4.2,49.0,107.0,11789699.82777003,41827277.94636266
224,Jaws: The Revenge,1987-05-02,True,Adventure,English,United States of America,PG-13,Judith Barsi,Joseph Sargent,912.0,2355,114,0,2.8,80.0,92.0,17028633.64225375,18863282.211104732
225,La Bamba,1987-05-11,True,Biography,English,United States of America,PG-13,Esai Morales,Luis Valdez,699.0,936,7,0,6.8,18.0,108.0,44464377.92175838,5330927.581399163
226,Malone,1987-02-15,True,Action,English,United States of America,R,Cliff Robertson,Harley Cokeliss,754.0,1891,4,208,5.6,27.0,92.0,2510340.3592225043,8201427.048306405
227,Maurice,1987-11-02,True,Drama,English,United Kingdom,R,Rupert Graves,James Ivory,443.0,1269,133,963,7.8,29.0,140.0,3486376.747034913,2895484.1583607104
228,Predator,1987-09-22,True,Action,English,United States of America,R,Shane Black,John McTiernan,1000.0,4223,323,13000,7.8,217.0,107.0,48991673.91126055,12302140.572459606
229,Prison,1987-06-04,True,Crime,English,United States of America,R,Viggo Mortensen,Renny Harlin,10000.0,11083,212,314,5.9,68.0,102.0,290907.89797424746,1066185.5162798327
230,Radio Days,1987-07-22,True,Comedy,English,United States of America,PG,Mike Starr,Woody Allen,854.0,1653,11000,0,7.6,64.0,88.0,12132189.781021897,13122283.277290247
231,Spaceballs,1987-09-11,True,Adventure,English,United States of America,PG,Joan Rivers,Mel Brooks,1000.0,2936,0,13000,7.1,103.0,96.0,31263415.894365616,18617239.39965554
232,Superman IV: The Quest for Peace,1987-08-30,True,Action,English,United Kingdom,PG,Jim Broadbent,Sidney J. Furie,1000.0,3007,22,1000,3.6,94.0,134.0,17463132.691129796,18932011.804666184
233,Teen Wolf Too,1987-10-07,True,Comedy,English,United States of America,PG,John Astin,Christopher Leitch,641.0,1389,4,491,3.2,29.0,95.0,6469862.216025588,2460428.1144919214
234,The Barbarians,1987-09-12,True,Adventure,English,United States of America,R,Michael Berryman,Ruggero Deodato,721.0,1700,101,550,4.8,15.0,87.0,656114.1638645123,3280570.819322562
235,The Last Emperor,1987-09-11,True,Biography,English,China,PG-13,Cary-Hiroyuki Tagawa,Bernardo Bertolucci,1000.0,2451,973,0,7.8,75.0,219.0,5523991.510097459,2888576.3086506585
236,The Living Daylights,1987-06-22,True,Action,English,United Kingdom,PG,Joe Don Baker,John Glen,387.0,1233,46,0,6.7,105.0,130.0,57003059.190378085,33409432.596469738
237,The Princess Bride,1987-07-17,True,Adventure,English,United States of America,PG,Robin Wright,Rob Reiner,18000.0,20060,0,33000,8.1,185.0,98.0,25307811.039120805,13122283.277290247
238,The Running Man,1987-03-29,True,Action,English,United States of America,R,Yaphet Kotto,Paul Michael Glaser,581.0,2373,343,0,6.6,120.0,101.0,31265566.30853768,22143853.030427292
239,The Untouchables,1987-10-15,True,Crime,English,United States of America,R,Robert De Niro,Brian De Palma,22000.0,22767,0,0,7.9,123.0,119.0,62552656.44222094,20503567.62076601
240,Wall Street,1987-03-04,True,Crime,English,United States of America,R,Hal Holbrook,Oliver Stone,826.0,1607,0,0,7.4,114.0,126.0,35961699.335684404,12302140.572459606
241,A Nightmare on Elm Street 4: The Dream Master,1988-01-01,True,Fantasy,English,United States of America,R,Tuesday Knight,Renny Harlin,130.0,450,212,0,5.7,102.0,99.0,40490363.323218234,5740998.933814483
242,Action Jackson,1988-09-07,True,Action,English,United States of America,R,Bill Duke,Craig R. Baxley,1000.0,5282,22,978,5.2,35.0,96.0,16613630.771754283,5740998.933814483
243,Akira,1988-12-14,True,Action,Japanese,Japan,R,Mitsuo Iwata,Katsuhiro Ã”tomo,6.0,28,78,0,8.1,150.0,124.0,3474.9327425225515,8703908.846336447
244,Beetlejuice,1988-10-28,True,Comedy,English,United States of America,PG,Catherine O'Hara,Tim Burton,925.0,1953,13000,15000,7.5,109.0,92.0,60138330.18945296,12302140.572459606
245,Big,1988-11-05,True,Comedy,English,United States of America,PG,Tom Hanks,Penny Marshall,15000.0,28018,545,0,7.3,99.0,130.0,94290801.27942261,14762568.686951527
246,Bloodsport,1988-11-20,True,Action,English,United States of America,R,Bolo Yeung,Newt Arnold,633.0,1168,15,0,6.8,61.0,92.0,9682702.370212415,902156.9753137045
247,"Bright Lights, Big City",1988-05-21,True,Drama,English,United States of America,R,Dianne Wiest,James Bridges,967.0,3067,21,377,5.6,28.0,107.0,13219123.267448535,20503567.62076601
248,Child's Play,1988-10-06,True,Fantasy,English,United States of America,R,Catherine Hicks,Tom Holland,311.0,760,85,0,6.5,142.0,87.0,27265385.056999914,7381284.343475764
249,Crocodile Dundee II,1988-03-05,True,Action,English,Australia,PG,Paul Hogan,John Cornell,442.0,717,5,489,5.5,32.0,108.0,68150264.9791134,9850988.216222955
250,Dangerous Liaisons,1988-01-30,True,Drama,English,United States of America,R,Keanu Reeves,Stephen Frears,18000.0,35501,350,0,7.7,51.0,119.0,28458951.857623223,11481997.867628966
251,Die Hard,1988-03-08,True,Action,English,United States of America,R,Alan Rickman,John McTiernan,25000.0,40585,323,25000,8.2,233.0,131.0,66718807.51250717,22963995.73525793
252,Friday the 13th Part VII: The New Blood,1988-06-15,True,Horror,English,United States of America,R,Kane Hodder,John Carl Buechler,935.0,1855,152,0,5.3,110.0,88.0,15722136.471746081,2296399.5735257934
